;BUX;BUMIX;;
07-aug-2013;18.292,97;1.005,86;;
06-aug-2013;18.225,61;1.004,86;;
05-aug-2013;18.432,12;1.008,77;;
02-aug-2013;18.443,38;1.006,95;;
01-aug-2013;18.380,88;1.004,27;;
31-iul-2013;18.552,34;1.006,28;;
30-iul-2013;18.270,94;1.009,91;;
29-iul-2013;18.162,97;994,08;;
26-iul-2013;18.467,76;1.005,93;;
25-iul-2013;18.633,17;1.022,77;;
24-iul-2013;18.520,55;1.024,05;;
23-iul-2013;18.325,40;1.018,34;;
22-iul-2013;18.244,42;1.023,91;;
19-iul-2013;18.247,17;1.023,14;;
18-iul-2013;18.969,33;1.033,18;;
17-iul-2013;19.420,50;1.042,57;;
16-iul-2013;19.717,40;1.042,55;;
15-iul-2013;19.716,70;1.033,57;;
12-iul-2013;19.531,80;1.040,55;;
11-iul-2013;19.199,31;1.038,64;;
10-iul-2013;19.547,52;1.041,08;;
09-iul-2013;19.423,46;1.037,97;;
08-iul-2013;19.156,94;1.039,04;;
05-iul-2013;18.893,81;1.034,58;;
04-iul-2013;18.855,33;1.036,05;;
03-iul-2013;18.484,74;1.036,42;;
02-iul-2013;18.616,11;1.042,44;;
01-iul-2013;18.909,52;1.049,06;;
28-iun-2013;19.023,96;1.050,69;;
27-iun-2013;18.633,55;1.041,34;;
26-iun-2013;18.565,65;1.023,05;;
25-iun-2013;18.303,93;1.027,84;;
24-iun-2013;18.303,52;1.022,17;;
21-iun-2013;18.336,03;1.027,18;;
20-iun-2013;18.739,40;1.045,04;;
19-iun-2013;19.026,68;1.051,60;;
18-iun-2013;19.189,90;1.061,70;;
17-iun-2013;19.276,74;1.055,18;;
14-iun-2013;19.535,21;1.069,30;;
13-iun-2013;19.414,07;1.059,37;;
12-iun-2013;19.542,72;1.062,52;;
11-iun-2013;19.589,55;1.046,37;;
10-iun-2013;19.743,65;1.054,02;;
07-iun-2013;19.632,63;1.048,21;;
06-iun-2013;19.203,70;1.036,93;;
05-iun-2013;19.138,82;1.041,82;;
04-iun-2013;19.130,96;1.046,39;;
03-iun-2013;19.056,52;1.023,90;;
31-mai-2013;19.262,77;1.026,29;;
30-mai-2013;19.346,05;1.032,45;;
29-mai-2013;19.393,47;1.031,08;;
28-mai-2013;19.481,47;1.018,34;;
27-mai-2013;19.271,64;1.006,99;;
24-mai-2013;19.183,32;1.011,06;;
23-mai-2013;18.987,22;1.009,95;;
22-mai-2013;19.076,40;1.008,91;;
21-mai-2013;18.756,40;995,46;;
17-mai-2013;18.779,57;998,06;;
16-mai-2013;18.773,44;998,99;;
15-mai-2013;18.612,93;975,93;;
14-mai-2013;18.704,01;966,58;;
13-mai-2013;18.680,10;968,19;;
10-mai-2013;18.503,07;961,15;;
09-mai-2013;18.523,59;961,41;;
08-mai-2013;18.458,42;962,62;;
07-mai-2013;18.499,10;968,15;;
06-mai-2013;18.378,30;965,19;;
03-mai-2013;18.318,68;962,91;;
02-mai-2013;18.241,61;960,92;;
30-apr-2013;18.286,07;958,82;;
29-apr-2013;17.924,08;966,14;;
26-apr-2013;17.860,85;963,10;;
25-apr-2013;17.907,59;969,78;;
24-apr-2013;17.880,56;975,79;;
23-apr-2013;17.815,69;965,26;;
22-apr-2013;17.872,89;971,34;;
19-apr-2013;18.128,36;963,22;;
18-apr-2013;17.969,97;962,91;;
17-apr-2013;18.062,89;969,49;;
16-apr-2013;18.059,60;979,93;;
15-apr-2013;17.909,12;982,81;;
12-apr-2013;18.219,96;987,93;;
11-apr-2013;18.411,96;982,50;;
10-apr-2013;18.267,75;983,97;;
09-apr-2013;18.285,94;980,84;;
08-apr-2013;18.048,51;982,96;;
05-apr-2013;18.056,23;982,98;;
04-apr-2013;18.073,06;985,34;;
03-apr-2013;17.930,84;984,78;;
02-apr-2013;18.097,79;982,46;;
28-mar-2013;17.857,42;971,31;;
27-mar-2013;17.908,99;977,94;;
26-mar-2013;18.030,59;987,37;;
25-mar-2013;17.892,65;982,90;;
22-mar-2013;17.999,08;988,21;;
21-mar-2013;18.249,83;998,78;;
20-mar-2013;18.311,05;992,45;;
19-mar-2013;18.005,67;988,97;;
18-mar-2013;18.152,07;999,40;;
14-mar-2013;18.354,98;1.002,58;;
13-mar-2013;18.471,81;1.000,06;;
12-mar-2013;18.680,93;1.005,83;;
11-mar-2013;18.879,34;1.008,41;;
08-mar-2013;19.114,73;1.008,37;;
07-mar-2013;19.073,56;1.008,18;;
06-mar-2013;18.923,82;1.004,99;;
05-mar-2013;18.836,16;1.004,07;;
04-mar-2013;18.620,06;992,72;;
01-mar-2013;18.846,94;1.008,74;;
28-feb-2013;18.804,96;997,29;;
27-feb-2013;18.509,40;1.002,15;;
26-feb-2013;18.474,20;996,98;;
25-feb-2013;18.820,96;989,60;;
22-feb-2013;18.866,70;993,35;;
21-feb-2013;18.749,84;992,83;;
20-feb-2013;19.095,16;1.011,87;;
19-feb-2013;19.236,02;1.017,10;;
18-feb-2013;19.076,83;1.027,48;;
15-feb-2013;18.822,96;1.002,77;;
14-feb-2013;18.869,76;997,92;;
13-feb-2013;19.237,08;1.011,42;;
12-feb-2013;19.101,09;985,88;;
11-feb-2013;19.067,18;992,73;;
08-feb-2013;19.023,39;986,30;;
07-feb-2013;19.103,81;988,12;;
06-feb-2013;19.238,25;997,70;;
05-feb-2013;19.264,86;1.008,29;;
04-feb-2013;19.090,21;1.015,43;;
01-feb-2013;19.358,16;1.021,56;;
31-ian-2013;19.368,02;1.026,68;;
30-ian-2013;19.394,57;1.031,05;;
29-ian-2013;19.506,04;1.041,29;;
28-ian-2013;19.445,53;1.027,07;;
25-ian-2013;19.297,08;1.016,34;;
24-ian-2013;19.184,75;1.032,58;;
23-ian-2013;19.168,52;1.045,55;;
22-ian-2013;19.211,19;1.054,75;;
21-ian-2013;19.664,12;1.061,63;;
18-ian-2013;19.585,15;1.062,15;;
17-ian-2013;19.508,91;1.056,83;;
16-ian-2013;19.186,94;1.055,53;;
15-ian-2013;19.012,51;1.058,88;;
14-ian-2013;19.140,05;1.059,17;;
11-ian-2013;18.999,53;1.060,83;;
10-ian-2013;18.871,93;1.055,40;;
09-ian-2013;18.838,89;1.043,26;;
08-ian-2013;18.650,14;1.041,62;;
07-ian-2013;18.774,87;1.043,75;;
04-ian-2013;18.660,29;1.039,03;;
03-ian-2013;18.626,78;1.039,24;;
02-ian-2013;18.487,51;1.038,94;;
28-dec-2012;18.173,20;1.030,72;;
27-dec-2012;18.069,89;1.016,28;;
21-dec-2012;17.948,31;1.013,27;;
20-dec-2012;17.862,10;997,44;;
19-dec-2012;17.807,41;994,71;;
18-dec-2012;17.799,74;996,42;;
17-dec-2012;17.615,68;995,12;;
14-dec-2012;17.848,59;1.010,49;;
13-dec-2012;17.818,02;1.010,39;;
12-dec-2012;17.805,54;1.008,87;;
11-dec-2012;17.831,73;1.013,76;;
10-dec-2012;17.744,29;1.006,51;;
07-dec-2012;17.785,06;1.012,15;;
06-dec-2012;17.792,09;1.013,35;;
05-dec-2012;18.055,40;1.018,46;;
04-dec-2012;18.132,88;1.026,94;;
03-dec-2012;18.210,95;1.023,79;;
30-nov-2012;18.265,23;1.010,51;;
29-nov-2012;17.845,24;1.006,24;;
28-nov-2012;17.634,96;1.010,45;;
27-nov-2012;17.663,97;1.007,60;;
26-nov-2012;17.835,61;1.023,44;;
23-nov-2012;17.869,58;1.033,86;;
22-nov-2012;17.747,81;1.042,27;;
21-nov-2012;18.025,40;1.044,23;;
20-nov-2012;18.057,86;1.054,22;;
19-nov-2012;18.339,35;1.055,49;;
16-nov-2012;18.416,36;1.056,20;;
15-nov-2012;18.738,14;1.057,62;;
14-nov-2012;19.078,73;1.057,99;;
13-nov-2012;18.974,34;1.064,73;;
12-nov-2012;18.992,62;1.068,02;;
09-nov-2012;19.049,57;1.070,60;;
08-nov-2012;19.073,25;1.069,83;;
07-nov-2012;18.898,34;1.069,24;;
06-nov-2012;19.196,13;1.078,56;;
05-nov-2012;19.217,03;1.078,02;;
31-oct-2012;19.220,49;1.081,47;;
30-oct-2012;19.192,76;1.083,29;;
29-oct-2012;19.109,79;1.079,40;;
26-oct-2012;18.885,87;1.083,69;;
25-oct-2012;18.992,96;1.087,29;;
24-oct-2012;18.813,58;1.081,13;;
19-oct-2012;19.029,21;1.095,47;;
18-oct-2012;18.950,86;1.093,83;;
17-oct-2012;19.272,64;1.098,06;;
16-oct-2012;19.409,85;1.099,90;;
15-oct-2012;19.194,94;1.099,11;;
12-oct-2012;19.134,16;1.097,19;;
11-oct-2012;19.149,07;1.088,22;;
10-oct-2012;18.948,74;1.077,71;;
09-oct-2012;18.865,10;1.087,85;;
08-oct-2012;18.966,25;1.084,16;;
05-oct-2012;19.124,46;1.089,77;;
04-oct-2012;19.059,60;1.085,33;;
03-oct-2012;18.927,65;1.082,70;;
02-oct-2012;18.742,90;1.081,59;;
01-oct-2012;18.785,81;1.082,17;;
28-sept-2012;18.588,65;1.078,62;;
27-sept-2012;18.687,43;1.093,89;;
26-sept-2012;18.418,94;1.080,69;;
25-sept-2012;18.671,93;1.097,90;;
24-sept-2012;18.701,17;1.091,06;;
21-sept-2012;18.637,15;1.102,66;;
20-sept-2012;18.684,10;1.089,08;;
19-sept-2012;18.740,68;1.087,86;;
18-sept-2012;18.875,09;1.082,65;;
17-sept-2012;18.952,27;1.080,39;;
14-sept-2012;19.112,34;1.094,83;;
13-sept-2012;18.382,26;1.074,37;;
12-sept-2012;18.634,63;1.060,57;;
11-sept-2012;18.604,96;1.059,98;;
10-sept-2012;18.334,49;1.048,30;;
07-sept-2012;18.235,82;1.052,10;;
06-sept-2012;17.949,20;1.047,33;;
05-sept-2012;17.839,19;1.045,79;;
04-sept-2012;17.756,87;1.036,13;;
03-sept-2012;17.592,14;1.041,53;;
31-aug-2012;17.513,82;1.033,51;;
30-aug-2012;17.319,04;1.034,62;;
29-aug-2012;17.344,84;1.023,62;;
28-aug-2012;17.385,16;1.038,82;;
27-aug-2012;17.502,06;1.036,82;;
24-aug-2012;17.387,11;1.037,42;;
23-aug-2012;17.485,08;1.031,60;;
22-aug-2012;17.543,47;1.033,61;;
21-aug-2012;17.650,03;1.019,90;;
17-aug-2012;17.711,08;1.036,26;;
16-aug-2012;17.886,55;1.037,63;;
15-aug-2012;17.904,88;1.038,99;;
14-aug-2012;17.631,34;1.037,90;;
13-aug-2012;17.790,99;1.039,86;;
10-aug-2012;17.839,54;1.033,53;;
09-aug-2012;17.889,44;1.032,33;;
08-aug-2012;17.906,08;1.031,20;;
07-aug-2012;17.770,54;1.036,86;;
06-aug-2012;18.007,00;1.031,84;;
03-aug-2012;17.646,20;1.021,62;;
02-aug-2012;17.302,46;1.022,06;;
01-aug-2012;17.535,20;1.030,24;;
31-iul-2012;17.408,02;1.025,16;;
30-iul-2012;17.651,48;1.015,67;;
27-iul-2012;17.688,47;1.010,86;;
26-iul-2012;17.286,99;1.016,01;;
25-iul-2012;17.087,56;1.015,32;;
24-iul-2012;17.084,51;1.018,26;;
23-iul-2012;16.956,07;1.005,81;;
20-iul-2012;17.353,93;1.021,30;;
19-iul-2012;17.309,45;1.029,41;;
18-iul-2012;17.332,33;1.022,75;;
17-iul-2012;17.275,91;1.027,01;;
16-iul-2012;17.220,52;1.023,91;;
13-iul-2012;17.021,96;1.019,00;;
12-iul-2012;16.979,17;1.016,95;;
11-iul-2012;17.309,11;1.028,89;;
10-iul-2012;17.182,22;1.030,18;;
09-iul-2012;17.121,19;1.028,45;;
06-iul-2012;17.096,31;1.026,95;;
05-iul-2012;17.311,96;1.037,21;;
04-iul-2012;17.394,21;1.035,36;;
03-iul-2012;17.461,35;1.043,42;;
02-iul-2012;17.277,24;1.038,60;;
29-iun-2012;17.341,07;1.046,33;;
28-iun-2012;16.783,26;1.026,97;;
27-iun-2012;16.990,96;1.028,05;;
26-iun-2012;16.901,31;1.038,69;;
25-iun-2012;16.806,16;1.047,56;;
22-iun-2012;17.232,59;1.052,42;;
21-iun-2012;17.493,18;1.052,80;;
20-iun-2012;17.791,23;1.055,61;;
19-iun-2012;17.805,75;1.058,24;;
18-iun-2012;17.551,95;1.050,62;;
15-iun-2012;17.256,16;1.048,99;;
14-iun-2012;16.852,05;1.035,65;;
13-iun-2012;16.962,98;1.034,10;;
12-iun-2012;16.889,03;1.034,70;;
11-iun-2012;16.794,83;1.039,44;;
08-iun-2012;17.019,75;1.042,79;;
07-iun-2012;16.990,10;1.042,65;;
06-iun-2012;16.941,35;1.030,07;;
05-iun-2012;16.398,39;1.011,47;;
04-iun-2012;16.494,83;1.014,67;;
01-iun-2012;16.383,93;1.023,03;;
31-mai-2012;16.099,82;1.024,32;;
30-mai-2012;15.978,64;1.049,53;;
29-mai-2012;16.492,86;1.066,71;;
25-mai-2012;16.413,44;1.068,08;;
24-mai-2012;16.327,49;1.065,13;;
23-mai-2012;16.230,31;1.050,19;;
22-mai-2012;16.747,55;1.058,79;;
21-mai-2012;16.599,64;1.061,45;;
18-mai-2012;16.479,22;1.076,93;;
17-mai-2012;16.280,38;1.091,08;;
16-mai-2012;16.538,14;1.104,91;;
15-mai-2012;16.877,46;1.119,76;;
14-mai-2012;17.009,32;1.111,04;;
11-mai-2012;17.319,16;1.128,17;;
10-mai-2012;17.361,38;1.128,89;;
09-mai-2012;17.223,53;1.130,35;;
08-mai-2012;17.523,19;1.141,22;;
07-mai-2012;17.769,72;1.150,83;;
04-mai-2012;17.840,66;1.158,01;;
03-mai-2012;17.871,46;1.161,43;;
02-mai-2012;18.025,36;1.172,85;;
27-apr-2012;18.235,03;1.162,38;;
26-apr-2012;18.184,64;1.171,95;;
25-apr-2012;18.223,52;1.170,63;;
24-apr-2012;17.485,80;1.137,25;;
23-apr-2012;17.125,37;1.122,03;;
20-apr-2012;17.511,01;1.137,26;;
19-apr-2012;17.553,13;1.143,25;;
18-apr-2012;17.551,57;1.143,99;;
17-apr-2012;17.594,98;1.153,37;;
16-apr-2012;17.375,27;1.142,66;;
13-apr-2012;17.337,42;1.157,69;;
12-apr-2012;17.827,86;1.174,92;;
11-apr-2012;17.874,85;1.161,41;;
10-apr-2012;18.035,85;1.164,16;;
05-apr-2012;18.203,20;1.182,96;;
04-apr-2012;18.176,78;1.158,15;;
03-apr-2012;18.345,66;1.168,84;;
02-apr-2012;18.578,36;1.181,87;;
30-mar-2012;18.635,67;1.196,82;;
29-mar-2012;18.617,26;1.202,04;;
28-mar-2012;18.653,05;1.208,47;;
27-mar-2012;18.790,08;1.203,47;;
26-mar-2012;19.101,07;1.214,15;;
23-mar-2012;19.145,70;1.222,61;;
22-mar-2012;18.940,55;1.208,06;;
21-mar-2012;19.053,07;1.232,82;;
20-mar-2012;19.232,77;1.236,50;;
19-mar-2012;19.260,35;1.239,69;;
14-mar-2012;19.378,00;1.257,27;;
13-mar-2012;19.127,38;1.270,23;;
12-mar-2012;18.897,15;1.270,19;;
09-mar-2012;18.803,43;1.269,38;;
08-mar-2012;18.582,69;1.271,09;;
07-mar-2012;18.511,92;1.251,06;;
06-mar-2012;18.615,52;1.250,93;;
05-mar-2012;19.005,86;1.291,30;;
02-mar-2012;19.309,94;1.310,70;;
01-mar-2012;19.227,19;1.321,90;;
29-feb-2012;19.286,54;1.329,28;;
28-feb-2012;19.217,87;1.321,45;;
27-feb-2012;19.168,46;1.295,52;;
24-feb-2012;19.372,48;1.297,72;;
23-feb-2012;19.063,72;1.284,28;;
22-feb-2012;19.055,70;1.287,31;;
21-feb-2012;19.192,62;1.297,87;;
20-feb-2012;19.354,75;1.304,48;;
17-feb-2012;19.147,54;1.282,75;;
16-feb-2012;18.749,76;1.275,74;;
15-feb-2012;19.132,49;1.290,12;;
14-feb-2012;19.046,83;1.291,14;;
13-feb-2012;19.192,51;1.300,56;;
10-feb-2012;19.026,82;1.288,46;;
09-feb-2012;19.453,71;1.310,04;;
08-feb-2012;19.724,34;1.322,91;;
07-feb-2012;19.655,69;1.313,06;;
06-feb-2012;19.900,88;1.330,27;;
03-feb-2012;19.665,68;1.317,76;;
02-feb-2012;19.521,73;1.318,50;;
01-feb-2012;19.148,56;1.313,30;;
31-ian-2012;18.891,07;1.300,10;;
30-ian-2012;19.072,77;1.296,51;;
27-ian-2012;19.286,15;1.299,68;;
26-ian-2012;19.141,28;1.314,26;;
25-ian-2012;18.660,85;1.311,66;;
24-ian-2012;18.849,68;1.309,04;;
23-ian-2012;19.018,87;1.306,00;;
20-ian-2012;18.850,62;1.299,58;;
19-ian-2012;18.500,01;1.275,92;;
18-ian-2012;18.150,30;1.255,61;;
17-ian-2012;17.612,85;1.243,44;;
16-ian-2012;17.368,39;1.242,33;;
13-ian-2012;17.350,24;1.245,54;;
11-ian-2012;16.759,52;1.243,60;;
10-ian-2012;17.068,69;1.242,83;;
09-ian-2012;16.668,12;1.239,23;;
06-ian-2012;16.107,72;1.224,81;;
05-ian-2012;16.225,09;1.218,51;;
04-ian-2012;16.574,58;1.250,83;;
03-ian-2012;16.989,98;1.262,48;;
02-ian-2012;17.139,97;1.273,60;;
30-dec-2011;16.974,24;1.276,91;;
29-dec-2011;17.275,52;1.283,20;;
28-dec-2011;17.175,01;1.279,73;;
27-dec-2011;17.350,79;1.296,54;;
23-dec-2011;17.504,54;1.305,11;;
22-dec-2011;17.462,51;1.310,42;;
21-dec-2011;17.603,35;1.315,80;;
20-dec-2011;17.650,43;1.312,56;;
19-dec-2011;17.519,07;1.301,72;;
16-dec-2011;17.061,48;1.304,68;;
15-dec-2011;17.024,43;1.313,43;;
14-dec-2011;16.774,82;1.304,61;;
13-dec-2011;16.924,89;1.330,20;;
12-dec-2011;17.121,96;1.334,03;;
09-dec-2011;17.036,03;1.340,45;;
08-dec-2011;16.890,66;1.345,62;;
07-dec-2011;17.209,27;1.364,55;;
06-dec-2011;17.372,45;1.365,07;;
05-dec-2011;17.745,74;1.371,53;;
02-dec-2011;17.447,64;1.366,48;;
01-dec-2011;17.148,48;1.359,66;;
30-nov-2011;17.634,68;1.359,93;;
29-nov-2011;16.937,53;1.336,43;;
28-nov-2011;16.817,87;1.331,93;;
25-nov-2011;16.454,24;1.325,35;;
24-nov-2011;16.973,50;1.356,61;;
23-nov-2011;16.979,37;1.374,56;;
22-nov-2011;16.921,53;1.379,26;;
21-nov-2011;16.789,81;1.376,53;;
18-nov-2011;17.204,69;1.385,27;;
17-nov-2011;17.370,26;1.388,20;;
16-nov-2011;16.730,09;1.369,60;;
15-nov-2011;16.556,94;1.379,36;;
14-nov-2011;16.452,80;1.356,28;;
11-nov-2011;16.931,50;1.373,31;;
10-nov-2011;16.216,33;1.327,71;;
09-nov-2011;16.195,62;1.341,33;;
08-nov-2011;16.672,53;1.370,77;;
07-nov-2011;16.489,31;1.331,48;;
04-nov-2011;16.782,53;1.354,23;;
03-nov-2011;16.700,16;1.344,00;;
02-nov-2011;16.865,49;1.351,84;;
28-oct-2011;17.600,07;1.382,04;;
27-oct-2011;18.027,95;1.390,16;;
26-oct-2011;17.364,63;1.377,42;;
25-oct-2011;17.838,28;1.391,27;;
24-oct-2011;17.766,22;1.405,24;;
21-oct-2011;17.423,33;1.381,14;;
20-oct-2011;17.105,39;1.384,52;;
19-oct-2011;17.461,50;1.390,68;;
18-oct-2011;17.386,69;1.393,64;;
17-oct-2011;17.456,33;1.392,14;;
14-oct-2011;17.448,83;1.399,53;;
13-oct-2011;17.247,09;1.387,46;;
12-oct-2011;17.311,68;1.398,07;;
11-oct-2011;17.012,74;1.387,73;;
10-oct-2011;16.815,58;1.374,84;;
07-oct-2011;16.289,14;1.359,35;;
06-oct-2011;16.710,47;1.377,08;;
05-oct-2011;16.457,64;1.347,73;;
04-oct-2011;15.574,59;1.326,50;;
03-oct-2011;15.509,68;1.342,72;;
30-sept-2011;15.775,10;1.351,61;;
29-sept-2011;15.806,19;1.359,50;;
28-sept-2011;15.612,52;1.356,96;;
27-sept-2011;15.600,68;1.355,24;;
26-sept-2011;14.929,76;1.315,82;;
23-sept-2011;14.940,77;1.306,33;;
22-sept-2011;15.152,54;1.337,72;;
21-sept-2011;16.115,36;1.370,38;;
20-sept-2011;16.331,21;1.380,49;;
19-sept-2011;16.294,60;1.382,50;;
16-sept-2011;16.779,45;1.399,74;;
15-sept-2011;16.798,21;1.410,17;;
14-sept-2011;16.629,75;1.381,70;;
13-sept-2011;16.489,35;1.402,59;;
12-sept-2011;16.540,74;1.395,22;;
09-sept-2011;17.041,97;1.423,27;;
08-sept-2011;18.166,97;1.478,06;;
07-sept-2011;18.486,05;1.480,65;;
06-sept-2011;17.846,91;1.451,61;;
05-sept-2011;17.679,52;1.459,88;;
02-sept-2011;18.233,03;1.482,85;;
01-sept-2011;18.264,80;1.496,10;;
31-aug-2011;18.471,25;1.502,50;;
30-aug-2011;18.091,21;1.493,47;;
29-aug-2011;18.315,83;1.501,12;;
26-aug-2011;17.839,86;1.478,68;;
25-aug-2011;17.772,67;1.481,29;;
24-aug-2011;18.000,67;1.499,25;;
23-aug-2011;18.133,58;1.496,76;;
22-aug-2011;18.105,79;1.495,15;;
19-aug-2011;17.780,92;1.475,58;;
18-aug-2011;18.103,60;1.501,72;;
17-aug-2011;18.630,97;1.515,66;;
16-aug-2011;18.321,89;1.508,19;;
15-aug-2011;18.840,19;1.530,95;;
12-aug-2011;18.032,49;1.488,55;;
11-aug-2011;17.746,91;1.467,87;;
10-aug-2011;17.381,28;1.476,00;;
09-aug-2011;18.638,62;1.502,85;;
08-aug-2011;19.112,42;1.552,03;;
05-aug-2011;19.733,14;1.607,42;;
04-aug-2011;20.067,15;1.653,51;;
03-aug-2011;20.527,30;1.695,24;;
02-aug-2011;20.811,31;1.731,09;;
01-aug-2011;21.133,02;1.719,01;;
29-iul-2011;21.617,93;1.738,72;;
28-iul-2011;21.322,50;1.744,61;;
27-iul-2011;21.418,71;1.759,01;;
26-iul-2011;21.724,70;1.756,04;;
25-iul-2011;21.869,36;1.752,68;;
22-iul-2011;21.890,70;1.757,15;;
21-iul-2011;21.927,69;1.759,70;;
20-iul-2011;21.503,95;1.770,91;;
19-iul-2011;21.353,60;1.759,74;;
18-iul-2011;21.277,43;1.761,62;;
15-iul-2011;22.089,12;1.780,40;;
14-iul-2011;22.153,01;1.770,97;;
13-iul-2011;22.276,10;1.767,39;;
12-iul-2011;21.768,76;1.758,81;;
11-iul-2011;21.815,80;1.769,16;;
08-iul-2011;22.314,15;1.792,40;;
07-iul-2011;22.484,43;1.790,96;;
06-iul-2011;22.115,37;1.782,85;;
05-iul-2011;22.376,82;1.783,82;;
04-iul-2011;22.632,55;1.793,26;;
01-iul-2011;22.830,37;1.812,82;;
30-iun-2011;22.693,74;1.811,70;;
29-iun-2011;22.701,75;1.809,87;;
28-iun-2011;22.610,62;1.810,22;;
27-iun-2011;22.484,60;1.813,48;;
24-iun-2011;22.378,79;1.812,53;;
23-iun-2011;22.304,40;1.802,66;;
22-iun-2011;22.539,17;1.834,21;;
21-iun-2011;22.482,63;1.825,59;;
20-iun-2011;22.488,08;1.823,93;;
17-iun-2011;22.701,93;1.841,68;;
16-iun-2011;22.674,66;1.844,46;;
15-iun-2011;22.823,59;1.846,49;;
14-iun-2011;23.146,33;1.851,13;;
10-iun-2011;23.002,59;1.849,46;;
09-iun-2011;23.213,21;1.843,99;;
08-iun-2011;23.195,04;1.850,59;;
07-iun-2011;23.162,93;1.848,70;;
06-iun-2011;23.036,76;1.852,12;;
03-iun-2011;23.076,01;1.843,25;;
02-iun-2011;23.374,98;1.844,35;;
01-iun-2011;23.298,34;1.842,01;;
31-mai-2011;23.376,19;1.863,67;;
30-mai-2011;22.786,92;1.828,43;;
27-mai-2011;23.058,85;1.832,42;;
26-mai-2011;22.867,24;1.830,43;;
25-mai-2011;22.779,23;1.819,13;;
24-mai-2011;23.061,29;1.827,86;;
23-mai-2011;22.463,57;1.811,91;;
20-mai-2011;22.624,50;1.841,97;;
19-mai-2011;22.835,24;1.844,24;;
18-mai-2011;23.058,16;1.871,24;;
17-mai-2011;22.979,54;1.869,39;;
16-mai-2011;23.147,84;1.894,64;;
13-mai-2011;23.337,50;1.909,54;;
12-mai-2011;23.366,92;1.900,11;;
11-mai-2011;23.627,56;1.913,45;;
10-mai-2011;23.783,30;1.908,49;;
09-mai-2011;23.614,21;1.891,78;;
06-mai-2011;23.712,37;1.902,32;;
05-mai-2011;23.670,80;1.904,18;;
04-mai-2011;23.653,09;1.904,50;;
03-mai-2011;23.794,72;1.898,53;;
02-mai-2011;24.272,08;1.915,46;;
29-apr-2011;24.161,56;1.917,69;;
28-apr-2011;24.277,27;1.925,37;;
27-apr-2011;24.111,03;1.931,30;;
26-apr-2011;24.165,83;1.930,02;;
22-apr-2011;23.964,46;1.941,83;;
21-apr-2011;24.089,61;1.948,38;;
20-apr-2011;23.989,53;1.945,14;;
19-apr-2011;23.600,70;1.931,52;;
18-apr-2011;23.285,05;1.896,47;;
15-apr-2011;24.193,64;1.939,21;;
14-apr-2011;23.766,05;1.931,26;;
13-apr-2011;23.885,50;1.934,26;;
12-apr-2011;23.747,19;1.908,39;;
11-apr-2011;24.375,53;1.907,61;;
08-apr-2011;24.432,50;1.926,53;;
07-apr-2011;24.451,38;1.931,42;;
06-apr-2011;24.336,56;1.946,31;;
05-apr-2011;23.593,31;1.932,66;;
04-apr-2011;23.553,14;1.944,46;;
01-apr-2011;23.632,05;1.942,62;;
31-mar-2011;23.059,77;1.933,10;;
30-mar-2011;23.035,71;1.932,51;;
29-mar-2011;22.750,58;1.923,57;;
28-mar-2011;22.850,17;1.936,71;;
25-mar-2011;23.030,38;1.932,54;;
24-mar-2011;22.840,88;1.919,30;;
23-mar-2011;22.422,25;1.905,73;;
22-mar-2011;22.532,92;1.895,24;;
21-mar-2011;22.554,46;1.899,23;;
18-mar-2011;22.161,16;1.868,18;;
17-mar-2011;22.280,31;1.870,65;;
16-mar-2011;21.900,39;1.861,68;;
11-mar-2011;22.239,37;1.891,11;;
10-mar-2011;22.098,12;1.886,03;;
09-mar-2011;22.288,65;1.889,64;;
08-mar-2011;22.633,25;1.886,84;;
07-mar-2011;22.941,41;1.909,04;;
04-mar-2011;22.935,89;1.920,85;;
03-mar-2011;22.825,94;1.918,80;;
02-mar-2011;22.626,71;1.912,56;;
01-mar-2011;22.737,16;1.901,34;;
28-feb-2011;23.155,50;1.948,25;;
25-feb-2011;23.046,76;1.958,54;;
24-feb-2011;22.537,64;1.935,50;;
23-feb-2011;22.352,78;1.933,40;;
22-feb-2011;22.573,15;1.941,92;;
21-feb-2011;22.363,85;1.959,32;;
18-feb-2011;22.513,74;1.972,54;;
17-feb-2011;22.573,77;1.970,14;;
16-feb-2011;22.529,86;1.975,51;;
15-feb-2011;22.372,47;1.970,59;;
14-feb-2011;22.551,97;1.987,25;;
11-feb-2011;22.369,95;1.976,50;;
10-feb-2011;22.083,99;1.975,57;;
09-feb-2011;22.623,24;2.001,24;;
08-feb-2011;23.032,94;2.005,79;;
07-feb-2011;23.541,92;2.022,06;;
04-feb-2011;23.263,12;2.004,31;;
03-feb-2011;22.945,21;1.992,75;;
02-feb-2011;23.099,44;1.998,05;;
01-feb-2011;23.086,45;1.990,55;;
31-ian-2011;22.709,35;1.976,46;;
28-ian-2011;22.850,01;1.987,12;;
27-ian-2011;23.246,88;1.994,40;;
26-ian-2011;23.148,98;1.987,05;;
25-ian-2011;22.790,97;1.959,29;;
24-ian-2011;22.984,60;1.960,19;;
21-ian-2011;22.972,18;1.960,44;;
20-ian-2011;22.733,67;1.950,99;;
19-ian-2011;22.895,80;1.972,01;;
18-ian-2011;22.840,49;1.974,66;;
17-ian-2011;22.356,09;1.954,97;;
14-ian-2011;22.262,05;1.949,92;;
13-ian-2011;22.389,56;1.957,99;;
12-ian-2011;22.483,65;1.970,11;;
